Code	NCIt Preferred Name	Synonyms
C103857	Anti-GRP78 Monoclonal Antibody PAT-SM6	Anti-GRP78 Monoclonal Antibody PAT-SM6|PAT-SM6
C103859	Vofatamab	B-701|MFGR1877A|MFGR1877S|REGN1400|RG-7444|VOFATAMAB|Vofatamab
C103860	Anti-HLA-DR Monoclonal Antibody IMMU-114	Anti-HLA-DR MoAb L243|Anti-HLA-DR Monoclonal Antibody IMMU-114|Anti-HLA-DR Monoclonal Antibody IMMU-114|IMMU-114|hL243gamma4P
C103861	PI3K Alpha/Beta Inhibitor BAY1082439	BAY1082439|PI3K Alpha/Beta Inhibitor BAY1082439
C103862	Allogeneic Irradiated Melanoma Cell Vaccine CSF470	Allogeneic Irradiated Melanoma Cell Vaccine CSF470|CSF 470 Vaccine|CSF470 Vaccine
C103863	Anti-ErbB3/Anti-IGF-1R Bispecific Monoclonal Antibody MM-141	Anti-ErbB3/Anti-IGF-1R Bispecific Monoclonal Antibody MM-141|Anti-ErbB3/Anti-IGF-1R Bispecific Monoclonal Antibody MM-141|MM-141
C103865	Autologous Bone Marrow-derived CD34/CXCR4-positive Stem Cells AMR-001	AMR-001|Autologous Bone Marrow-derived CD34/CXCR4-positive Stem Cells AMR-001|Autologous Bone Marrow-derived CD34/CXCR4-positive Stem Cells AMR-001
C1040	Carzinophilin	CARZINOPHILIN|CZP|Cardinophillin|Cardinophyllin|Carzinophilin|Carzinophyllin
C104006	Anti-CD20-CAR-CD3zeta-4-1BB-expressing Autologous T-lymphocyte Cells	Anti-CD20-CAR-CD3zeta-4-1BB-expressing Autologous T-lymphocyte Cells
C104008	Fimepinostat	CUDC-907|FIMEPINOSTAT|Fimepinostat|Fimepinostat
C104009	MCPyV TAg-specific Polyclonal Autologous CD8-positive T Cells	MCPyV TAg-specific Polyclonal Autologous CD8-positive T Cells|MCPyV TAg-specific Polyclonal Autologous CD8-positive T Cells
C104045	ERK Inhibitor MK-8353	ERK Inhibitor MK-8353|ERK Inhibitor MK-8353|MK-8353|MK-8353-001|SCH 900353
C104048	Itraconazole Dispersion In Polymer Matrix	Itraconazole Dispersion In Polymer Matrix|Itraconazole Dispersion In Polymer Matrix|SUBA-Itraconazole
C104055	Telapristone Acetate	"(8S,11R,13S,14S,17R)-11-(4-(Dimethylamino)phenyl)-17-(2-methoxyacetyl)-13-methyl-3-oxo-2,3,6,7,8,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl Acetate|CDB-4124|Proellex|Progenta|TELAPRISTONE ACETATE|Telapristone Acetate|Telapristone Acetate"
C104057	Telapristone	"11Beta-(4-(dimethylamino)phenyl)-17-hydroxy-21-methoxy-19- norpregna-4,9-diene-3,20-dione|TELAPRISTONE|Telapristone"
C104058	Immunoconjugate RO5479599	Immunoconjugate RO5479599|RO5479599
C104153	Polatuzumab Vedotin	ADC DCDS4501A|Antibody-Drug Conjugate DCDS4501A|DCDS4501A|FCU 2711|POLATUZUMAB VEDOTIN|Polatuzumab Vedotin|Polatuzumab Vedotin|RG7596|Ro 5541077-000
C104167	Anti-CD22 Monoclonal Antibody-MMAE Conjugate DCDT2980S	ADC DCDT2980S|Anti-CD22 Monoclonal Antibody-MMAE Conjugate DCDT2980S|Anti-CD22 Monoclonal Antibody-MMAE Conjugate DCDT2980S|Antibody-Drug Conjugate DCDT2980S|DCDT2980S
C104260	Imalumab	"BAX-69|BAX069|BAX69|IMALUMAB|Imalumab|Imalumab|Immunoglobulin G1-kappa, Anti-(Homo sapiens MIF (Macrophage Migration Inhibitory Factor, Glycosylation-inhibiting Factor, GlIF, GIF)), Homo sapiens Monoclonal Antibody"
C104267	Derazantinib	ARQ 087|ARQ-087|DERAZANTINIB|Derazantinib|Derazantinib
C104270	Iridium Ir 192	IRIDIUM IR-192|Ir-192|Iridium Ir 192|Iridium-192
C104273	Fish Oil/Glycerol/Egg Lecithin-based Emulsion	Fish Oil/Glycerol/Egg Lecithin-based Emulsion|Omegaven
C104275	Licartin	(131)I-labeled HAb18 F(ab')(2)|Iodine I 131 Metuximab|Iodine[131I] Metuximab|Licartin|[131I] mAb HAb18G/CD147
C104280	p53/HDM2 Interaction Inhibitor CGM097	CGM097|HDM2/p53 Inhibitor CGM097|p53/HDM2 Interaction Inhibitor CGM097|p53/HDM2 Interaction Inhibitor CGM097
C104291	Anti-Tissue Factor Monoclonal Antibody MORAb-066	Anti-TF Monoclonal Antibody MORAb-066|Anti-Tissue Factor Monoclonal Antibody MORAb-066|MORAb-066
C104292	PI3K/mTOR/ALK-1/DNA-PK Inhibitor P7170	P7170|PI3K/mTOR/ALK-1/DNA-PK Inhibitor P7170|PI3K/mTOR/ALK-1/DNA-PK Inhibitor P7170
C1044	Fadrozole Hydrochloride	"4-(5,6,7,8-Tetrahydroimidazo(1,5-a)pyridin-5-yl)benzonitrile Hydrochloride|4-(5,6,7,8-Tetrahydroimidazo[1,5-a]pyridin-5-yl)benzonitrile Monohydrochloride|Afema|Arensin|CGS-16949A|FADROZOLE HYDROCHLORIDE|Fadrozole Hydrochloride"
C104412	Heparin Derivative SST0001	"100NA,RO-H|Heparin Derivative SST0001|SST0001"
C104413	Umbralisib	"2-((1S)-1-(4-Amino-3-(3-fluoro-4-(1-methylethoxy)phenyl)-1H-pyrazolo(3,4-d)pyrimidin-1-yl)ethyl)-6-fluoro-3-(3-fluorophenyl)-4H-1-benzopyran-4-one|RP-5264|RP5264|TGR-1202|UMBRALISIB|Umbralisib|Umbralisib"
C104414	Geranylgeranyltransferase I Inhibitor	GGTI-I|GGTase-I Inhibitor|Geranylgeranyltransferase I Inhibitor|Geranylgeranyltransferase I Inhibitor
C104419	Autologous GM-CSF-secreting Lethally Irradiated Leukemia Cell Vaccine	Autologous GM-CSF-secreting Lethally Irradiated Leukemia Cell Vaccine|Autologous GM-CSF-secreting Lethally Irradiated Leukemia Cell Vaccine|Autologous GVAX Leukemia Vaccine
C1046	Chaparrinone	"Chaparrinone|Chaparrinone|Picras-3-ene-2,16-dione, 11,20-epoxy-1,11,12-trihydroxy-, (1beta,11beta,12alpha)-"
C104732	Savolitinib	AZD 6094|AZD6094|HMPL-504|SAVOLITINIB|Savolitinib
C104734	WT1 235-243 Peptide Vaccine	WT1 235-243 Peptide Vaccine|WT1 235-243 Peptide Vaccine
C104737	WT1 247-261 Peptide Vaccine	WT1 247-261 Peptide Vaccine|WT1 247-261 Peptide Vaccine
C104738	WT1 124-138 Peptide Vaccine	WT1 124-138 Peptide Vaccine|WT1 124-138 Peptide Vaccine
C104743	Nadofaragene Firadenovec/Syn3	Instiladrin|Nadofaragene Firadenovec/Syn3|Nadofaragene Firadenovec/Syn3|Recombinant Adenovirus-Interferon With Syn3|Recombinant Adenovirus-Interferon/Syn3|rAd-IFN/Syn3
C104744	Ulixertinib	"1H-Pyrrole-2-carboxamide, 4-(5-chloro-2-((1-methylethyl)amino)-4-pyridinyl)-N-((1S)-1-(3-chlorophenyl)-2-hydroxyethyl)-|BVD-523|ULIXERTINIB|Ulixertinib|Ulixertinib|VRT752271"
C104745	Amcasertib	AMCASERTIB|Amcasertib|Amcasertib|BBI503
C104746	IGF-1R Inhibitor PL225B	IGF-1R Inhibitor PL225B|IGF-1R Inhibitor PL225B|PL225B
C104747	UV1 Telomerase Peptide Vaccine	UV1 Telomerase Peptide Vaccine|UV1 Telomerase Peptide Vaccine|UV1/hTERT Peptide Vaccine
C104748	Darolutamide	Antiandrogen ODM-201|BAY 1841788|BAY-1841788|BAY1841788|Darolutamide|ODM 201|ODM-201
C1049	Chlorozotocin	"1-(2-chloroethyl)-1-nitroso-3-(D-glucos-2-yl)urea|2-[3-(2-chloroethyl)-3-nitrosoureido]-2-deoxy-D-glucopyranose|2-[[[(2-chloroethyl)nitrosamino]carbonyl]amino]-2-deoxy-D-glucose|CHLOROZOTOCIN|CHLZ|CZT|Chlorozotocin|Chlorozotocin|Chlorozotocyna|D-Glucopyranose|D-Glucopyranose, 2-[[[(2-chloroethyl)nitrosoamino]carbonyl]amino]-2-deoxy-|D-Glucose, 2-[[[(2-chloroethyl)nitrosoamino]carbonyl]amino]-2-deoxy- (9CI)|D-glucopyranose, 2-[[[(2-chloroethyl)nitrosoamino]carbonyl]amino]-2-deoxy|D-glucose, 2-[[[(2-chloroethyl)nitrosoamino]carbonyl]amino]-2-deoxy- (9CI)|DCNU|DCNU"
C1050	Asulacrine Isethionate	"9-(2-Methoxy-4-(methylsulfonylamino)phenylamino)-N,5-dimethyl-4-acridinecarboxamide 2-hydroxyethanesulfonate|Asulacrine Isethionate|CI-921|CI-921"
C105150	Denintuzumab Mafodotin	"ADC SGN-19A|Denintuzumab Mafodotin|Denintuzumab Mafodotin|Immunoglobulin G1-kappa Auristatin F Conjugate, Anti-(homosapiens CD19 (B Lymphocyte Surface Antigen B4, leu-12)), Humanized Monoclonal Antibody|SGN-19A|SGN-19A|SGN-CD19A"
C1052	CL 246738	"3,6-bis-(2-piperidinoethoxyl)acridine trihydrochloride|CL 246,738|CL 246738"
C105392	Phenethyl Isothiocyanate-containing Watercress Juice	PEITC-containing Watercress Juice|Phenethyl Isothiocyanate-containing Watercress Juice
C105399	Monocarboxylate Transporter 1 Inhibitor AZD3965	AZD3965|MCT1 Inhibitor AZD3965|Monocarboxylate Transporter 1 Inhibitor AZD3965
C1054	Clarithromycin	6-O-Methylerythromycin|Abbott-56268|Biaxin|CLARITHROMYCIN|Clarithromycin|Clarithromycin|Clarithromycin|Clarithromycin|clarithromycin
C105401	2-Hydroxyoleic Acid	2-Hydroxyoleic Acid|2-OHOA|2OHOA|Minerval
C105402	Entospletinib	"6-(1H-Indazol-6-yl)-N-(4-(morpholin-4-yl)phenyl)imidazo(1,2-a)pyrazin-8-amine|ENTO|ENTOSPLETINIB|Entospletinib|Entospletinib|GS 9973|GS-9973|Imidazo(1,2-a)pyrazin-8-amine, 6-(1H-indazol-6-yl)-N-(4-(4-morpholinyl)phenyl)-"
C105403	Lutetium Lu 177 DOTA-Tetulomab	177Lu-DOTA-HH1|177Lu-Dota-Tetulomab|177Lu-HH1|Lutetium Lu 177 DOTA-Tetulomab|Lutetium Lu 177 DOTA-Tetulomab
C1055	Custirsen Sodium	"(3'-5')d(P-thio)([2'-O-(2-methoxyethyl)]m5rC-[2'-O-(2-methoxyethyl)]rA-[2'-O-(2- methoxyethyl)]rG-[2'-O-(2-methoxyethyl)]m5rC-A-G-C-A-G-A-G-T-C-T-T-C-A-[2'-O-(2- methoxyethyl)]m5rU-[2'-O-(2-methoxyethyl)]m5rC-[2'-O-(2-methoxyethyl)]rA-[2'-O-(2- methoxyethyl)]m5rU), Eicosasodium Salt|Antisense TRPM-2|Antisense Testosterone-Repressed Prostate Message 2|CUSTIRSEN SODIUM|Clusterin Antisense Oligonucleotide|Custirsen Sodium|Custirsen Sodium|ISIS 112989|OGX-011|TRPM-2 Antisense|custirsen sodium"
C105612	Depatuxizumab Mafodotin	ABT-414|DEPATUXIZUMAB MAFODOTIN|Depatuxizumab Mafodotin|Depatuxizumab Mafodotin
C105613	Gemcitabine Hydrochloride Emulsion	D07001-F4|Gemcitabine Hydrochloride Emulsion
C105614	Autologous CD19CAR-CD28-CD3zeta-EGFRt-expressing Tcm-enriched T Cells	Autologous CD19CAR-CD28-CD3zeta-EGFRt-expressing Tcm-enriched T Cells|Autologous CD19CAR-CD28-CD3zeta-EGFRt-expressing Tcm-enriched T Cells|Autologous CD19R:CD28:lentiviral/EGFRt+ T Cells
C105615	ALK Inhibitor RO5424802	ALK Inhibitor RO5424802|ALK Inhibitor RO5424802|RO5424802
C1057	Cordycepin	3'-Deoxyadenosine|3'-dA-CE Phosphoramidite|3-dAdenosine|9-Cordyceposidoadenine|COR|CORDYCEPIN|CORDYCEPIN|Cordycepin|Cordycepin|Cordycepine|Kordicepin|cordycepin
C1058	Cortisone Acetate	"21-(Acetyloxy)-17-hydroxypregn-4-ene-3,11,20-trione|21-(Acetyloxy)-17-hydroxypregn-4-ene-3,11,20-trione|6alpha,9Difluoro-11beta,17,21-trihydroxypregna-1,4- diene-3,20-dione 21-acetate 17- Butyrate|CORTISONE ACETATE|Cortisone Acetate|Cortisone acetate|Cortogen|Cortogen|Cortone|Cortone|Cortone acetate"
C105802	Liposome-encapsulated miR-34 Mimic MRX34	Liposome-encapsulated miR-34 Mimic MRX34|Liposome-encapsulated miR-34 Mimic MRX34|MRX34
C105803	Anti-MMP-9 Monoclonal Antibody GS-5745	Anti-MMP-9 Monoclonal Antibody GS-5745|Anti-MMP-9 Monoclonal Antibody GS-5745|GS-5745
C105804	Fms/Trk Tyrosine Kinase Inhibitor PLX7486 Tosylate	Fms/Trk Tyrosine Kinase Inhibitor PLX7486 Tosylate|Fms/Trk Tyrosine Kinase Inhibitor PLX7486 Tosylate|PLX7486-TsOH
C105805	Anti-CD19 Monoclonal Antibody DI-B4	Anti-CD19 Monoclonal Antibody DI-B4|DI-B4|anti-CD19 MoAb DI-B4
C105806	Autologous Sarcoma Lysate-pulsed Dendritic Cell Vaccine	Autologous Sarcoma Lysate-pulsed Dendritic Cell Vaccine
C105807	Autologous Sarcoma Cell Lysate	Autologous Sarcoma Cell Lysate
C105809	AdGMCAIX-transduced Autologous Dendritic Cells	AdGMCAIX-transduced Autologous Dendritic Cells|AdGMCAIX-transduced Autologous Dendritic Cells|DC-AdGMCAIX|DCs expressing CMCA9 Gene
C105810	Autologous Glioma Cell Lysate	Autologous Glioma Cell Lysate
C105811	Ad-hCMV-TK	Ad-hCMV-TK|Ad-hCMV-TK
C105813	Ad-hCMV-Flt3L	Ad-hCMV-Flt3L|Ad-hCMV-Flt3L
C105851	CDK/JAK2/FLT3 Inhibitor TG02 Citrate	CDK/JAK2/FLT3 Inhibitor TG02 Citrate|CDK/JAK2/FLT3 Inhibitor TG02 Citrate|SB1317 Citrate|TG02 Citrate
C105853	Ralimetinib Mesylate	"3H-Imidazo(4,5-b)pyridin-2-amine, 5-(2-(1,1-dimethylethyl)-4-(4-fluorophenyl)-1H-imidazol-5-yl)-3-(2,2-dimethylpropyl)-, Methanesulfonate (1:2)|LY-2228820|LY2228820|LY2228820 Dimesylate|RALIMETINIB MESYLATE|Ralimetinib Dimesylate|Ralimetinib Mesylate|Ralimetinib Mesylate"
C1059	Cyproterone Acetate	"3'H-Cyclopropa(1,2)pregna-1,4,6-triene-3,20-dione, 17-(Acetyloxy)-6-chloro-1,2-dihydro-, (1beta,2beta)-|6-Chloro-1b,2b-dihydro-17a-hydroxy-3'H-cyclopropa[1,2]pregna-1,4,6-triene-3,20-dione Acetate|Andro-Diane|Androcur|Androcur|CYPROTERONE ACETATE|Chloro-6-hydroxy-17 Alpha Methylene-1 Alpha, 2 Alpha Pregnadiene-4,6 Dione-3, 20 Acetate|CyPat|Cyprone|Cyprostat|Cyproteronazetat|Cyproterone Acetate|Cyproterone Acetate|Cyproteroni Acetas|Diane|Dianette|SH 714|SH-714|SH-714|cyproterone acetate"
C106116	Anti-CD70 Monoclonal Antibody ARGX-110	ARGX-110|Anti-CD70 Monoclonal Antibody ARGX-110
C106117	T1E28z CAR-expressing Autologous CD4-positive T Lymphocytes	4ab T1E28z Positive T-cells|T1E28z CAR-expressing Autologous CD4-positive T Lymphocytes
C106118	Xentuzumab	"BI 836845|Immunoglobulin G1, Anti-(Human Insulin-like Growth Factor I) (Human Monoclonal PS05388 Heavy Chain), Disulfide with Human Monoclonal PS05388 Light Chain, Dimer|XENTUZUMAB|Xentuzumab|Xentuzumab"
C106119	Sofituzumab Vedotin	DMUC5754A|SOFITUZUMAB VEDOTIN|Sofituzumab Vedotin|Sofituzumab Vedotin
C106120	p53-HDM2 Interaction Inhibitor MI-773	MI-773|SAR405838|p53-HDM2 Interaction Inhibitor MI-773|p53-HDM2 Interaction Inhibitor MI-773|p53-MDM2 Interaction Inhibitor MI-773
C106121	Glutathione Pegylated Liposomal Doxorubicin Hydrochloride Formulation 2B3-101	2B3-101|Glutathione Pegylated Liposomal Doxorubicin Hydrochloride Formulation 2B3-101
C106123	iC9-GD2-CD28-OX40-expressing T Lymphocytes	iC9-GD2 T Lymphocytes|iC9-GD2-CD28-OX40-expressing T Lymphocytes|iC9-GD2-CD28-OX40-expressing T Lymphocytes
C106124	Poly-gamma Glutamic Acid	Gamma-polyglutamic Acid|Poly-gamma Glutamic Acid|Poly-gamma-glutamate|gamma-PGA
C106126	MEK/Aurora Kinase Inhibitor BI 847325	BI 847325|MEK/Aurora Kinase Inhibitor BI 847325
C1062	Duborimycin	"13-Hydroxydaunomycin|5,12-Naphthacenedione, 10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8, 9,10-tetrahydro-6,8,11-trihydroxy-8-(1-hydroxyethyl)-1-methoxy-, (8S-cis)-, hydrochloride|Daunomycinol|Daunomycinol HCl|Daunorubicineal|Daunorubicinol|Duborimycin|Duborimycin Hydrochloride|Duborimycine|Duborimycine, Hydrochloride"
C106204	Crenolanib Besylate	"4-Piperidinamine, 1-[2-[5-[(3-methyl-3-oxetanyl)methoxy]-1Hbenzimidazol-1-yl]-8-quinolinyl]-, Benzenesulfonate (1:1)|CP-868,596-26|CP-86859626|CRENOLANIB BESYLATE|Crenolanib Besylate|Crenolanib Besylate|[1-[2-[5-(3-Methyloxetan-3-ylmethoxy)benzimidazol-1-yl]quinolin-8-yl]piperidin-4-yl]amine Monobenzenesulfonate"
C106230	cMet CAR-mRNA Electroporated Autologous T Lymphocytes	cMet CAR-mRNA Electroporated Autologous T Lymphocytes|cMet CAR-mRNA Electroporated Autologous T Lymphocytes|cMet RNA CAR T Cells
C106231	mRNA-derived Prostate Cancer Vaccine CV9104	CV9104|RNActive-derived Prostate Cancer Vaccine CV9104|mRNA-derived Prostate Cancer Vaccine CV9104
C106234	Olive Oil Extract/Curcumin-based Capsule	Olive Oil Extract/Curcumin-based Capsule|PhytoMed Medical Food Suppement
C106235	Brilanestrant	ARN-810|BRILANESTRANT|Brilanestrant|Brilanestrant|GDC-0810|RO7056118|SERD ARN-810
C106242	Adenovector-transduced AP1903-inducible MyD88/CD40-expressing Autologous PSMA-specific Prostate Cancer Vaccine BPX-201	Adenovector-transduced AP1903-inducible MyD88/CD40-expressing Autologous PSMA-specific Prostate Cancer Vaccine BPX-201|Adenovector-transduced AP1903-inducible MyD88/CD40-expressing Autologous PSMA-specific Prostate Cancer Vaccine BPX-201|Adenovector-transduced AP1903-inducible iMC-expressing Autologous PSMA-specific Prostate Cancer Vaccine BPX-201|BPX-201
C106247	Autologous CD19-28z Chimeric Antigen Receptor-expressing T-lymphocytes	Autologous CD19-28z Chimeric Antigen Receptor-expressing T-lymphocytes|Autologous CD19-28z Chimeric Antigen Receptor-expressing T-lymphocytes|CAR 19-28z T Cells
C106250	Atezolizumab	"ATEZOLIZUMAB|Atezolizumab|Atezolizumab|Immunoglobulin G1, Anti-(human CD Antigen cd274) (Human Monoclonal MPDL3280A Heavy Chain), Disulfide with Human Monoclonal MPDL3280A Kappa-chain, Dimer|MPDL 3280A|MPDL 328OA|MPDL-3280A|MPDL3280A|MPDL328OA|RG7446|RO5541267|Tecentriq"
C106253	CXCR4 Peptide Antagonist LY2510924	CXCR4 Peptide Antagonist LY2510924|CXCR4 Peptide Antagonist LY2510924|LY2510924
C106254	pan-RAF Kinase Inhibitor TAK-580	(R)-2-(1-(6-amino-5-chloropyrimidine-4-carboxamido)ethyl)-N-(5-chloro-4-(trifluoromethyl)pyridin-2-yl)thiazole-5-carboxamide|BIIB-024|MLN-2480|MLN2480|TAK-580|TAK580|pan-RAF Kinase Inhibitor TAK-580|pan-RAF Kinase Inhibitor TAK-580
C106256	Antibody-Drug Conjugate DFRF4539A	ADC DFRF4539A|Antibody-Drug Conjugate DFRF4539A|Antibody-Drug Conjugate DFRF4539A|DFRF4539A
C106257	WT1 Peptide Vaccine OCV-501	OCV-501|WT1 Peptide Vaccine OCV-501
C106259	PIM Kinase Inhibitor LGH447	LGH-447|LGH-447|LGH447|PIM Kinase Inhibitor LGH447|PIM Kinase Inhibitor LGH447
C106261	PI3K-beta Inhibitor GSK2636771	GSK2636771|PI3K-beta Inhibitor GSK2636771|PI3K-beta Inhibitor GSK2636771
C106262	Anti-c-Met Monoclonal Antibody ABT-700	ABT-700|Anti-c-Met Monoclonal Antibody ABT-700|Anti-c-Met Monoclonal Antibody ABT-700
C106266	Anti-CD27L Antibody-Drug Conjugate AMG 172	AMG 172|AMG-172|AMG-172|Anti-CD27L Antibody-Drug Conjugate AMG 172|Anti-CD27L Antibody-Drug Conjugate AMG 172
C106267	Brachyury-expressing Yeast Vaccine GI-6301	Brachyury-expressing Yeast Vaccine GI-6301|Brachyury-expressing Yeast Vaccine GI-6301|GI-6301
C106271	Liposome-encapsulated RB94 Plasmid DNA Gene Therapy Agent SGT-94	Liposome-encapsulated RB94 Plasmid DNA Gene Therapy Agent SGT-94|Liposome-encapsulated RB94 Plasmid DNA Gene Therapy Agent SGT-94|SGT-94|TfRscFv/Lip/RB94
C106368	S1P Receptor Agonist KRP203	2-Amino-2-propanediol Hydrochloride|KRP-203|KRP203|S1P Receptor Agonist KRP203
C106370	c-Met Inhibitor MSC2156119J	MSC2156119J|c-Met Inhibitor MSC2156119J|c-Met Inhibitor MSC2156119J
C106371	Alpha-lipoic Acid-Palladium/Vitamin/Mineral Supplement	Alpha-lipoic Acid-Palladium/Vitamin/Mineral Supplement|LAPd|Palladium Lipoic Complex|PolyMVA
C106428	Anlotinib Hydrochloride	"1-((4-((4-Fluoro-2-methyl-1H-indol-5-yl)oxy)-6-methoxy-7-quinolyl)oxymethyl)cyclopropanamine, Dihydrochloride|ALTN HCl|ANLOTINIB DIHYDROCHLORIDE|Anlotinib Hydrochloride|Anlotinib Hydrochloride|Cyclopropanamine, 1-(((4-((4-Fluoro-2-methyl-1H-indol-5-yl)oxy)-6-methoxy-7-quinolinyl)oxy)methyl)-, Hydrochloride (1:2)"
C106429	PBTL CD19CAR-28/CD137/zeta	CD19CAR/28137-bearing ATLs|PBTL CD19CAR-28/CD137/zeta|PBTL CD19CAR-28/CD137/zeta
C106430	Protein Phosphatase 2A Inhibitor LB-100	LB-100|PP2A Inhibitor LB-100|Protein Phosphatase 2A Inhibitor LB-100
C106432	Pembrolizumab	"Immunoglobulin G4, Anti-(Human Programmed Cell Death 1); Humanized Mouse Monoclonal (228-L-proline(H10-S>P))gamma 4 Heavy Chain (134-218')-disulfide with Humanized Mouse Monoclonal Kappa Light Chain Dimer (226-226'':229-229'')-bisdisulfide|Keytruda|Lambrolizumab|MK-3475|PEMBROLIZUMAB|Pembrolizumab|Pembrolizumab|SCH 900475"
C1066	Detorubicin	"14-Diethoxyacetoxydaunorubicin|DETORUBICIN|Detorubicin|Diethoxy-,2-(4-((3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy)-1,2,3,4,6,11-hexahydro-2,5,12-trihydroxy-7-methoxy-6,11-dioxo-2-naphthacenyl)-2-oxoethyl ester,(2S-cis) Acetic Acid"
C1070	Iproplatin	"(OC-6-33)-dichlorodihydroxybis(2-propanamine)platinum|CHIP|Diisopropylammine-trans-dihydroxymalonatoplatinum(IV)|IPROPLATIN|Iproplatin|JM-9|Platinum, dichlorodihydroxybis(2-propanamine)-, (oc-6-33)-"
C1071	Porfimer Sodium	CL-184116|DHE|Dihematoporphyrin Ester|Dihematoporphyrin Ether|PORFIMER SODIUM|Photofrin II|Photofrin II|Porfimer Sodium|Porfimer Sodium|dihematoporphyrin ether|porfimer sodium
C107159	MART-1/gp100/Tyrosinase/MAGE-A3 Peptides-loaded Irradiated Allogeneic Plasmacytoid Dendritic Cells	GeniusVac-Mel4|MART-1/gp100/Tyrosinase/MAGE-A3 Peptides-loaded Irradiated Allogeneic Plasmacytoid Dendritic Cells
C107160	Oncolytic Adenovirus ICOVIR5-infected Autologous Mesenchymal Stem Cells	Celyvir|Oncolytic Adenovirus ICOVIR5-infected Autologous Mesenchymal Stem Cells
C107164	Benzaldehyde Dimethane Sulfonate	BEN|Benzaldehyde Dimethane Sulfonate|Benzaldehyde Dimethane Sulfonate|DMS-612|DMS612|NSC 281612
C107166	pBCAR3 Phosphopeptide-tetanus Peptide Vaccine	pBCAR3 Phosphopeptide-tetanus Peptide Vaccine|pBCAR3-phosphopeptide Plus Tet Vaccine
C107167	pIRS2 Phosphopeptide-tetanus Peptide Vaccine	pIRS2 Phosphopeptide-tetanus Peptide Vaccine|pIRS2-phosphopeptide Plus Tet Vaccine
C107168	pBCAR3/pIRS2-Phosphopeptide-tetanus Peptide Vaccine	2-MpP Phosphopeptide-tetanus Peptide Vaccine|pBCAR3/pIRS2-Phosphopeptide-tetanus Peptide Vaccine
C107169	Allogeneic HLA-A2/4-1BB ligand-expressing Melanoma Vaccine	Allogeneic HLA-A2/4-1BB ligand-expressing Melanoma Vaccine
C107188	Mucoadhesive Paclitaxel Formulation	DHP107|Mucoadhesive Paclitaxel Formulation|Mucoadhesive Paclitaxel Formulation
C107190	CD33CAR-CD3zeta-4-1BB-expressing Autologous T-Lymphocytes	Anti-CD33 TCR zeta:CD137 CAR T Cells|CART-33 TCR zeta:CD137 Cells|CART33 TCR zeta:CD137 Cells|CD33CAR-CD3zeta-4-1BB-expressing Autologous T-Lymphocytes
C107191	EGFR CAR-CD3zeta-4-1BB-expressing Autologous T-Lymphocytes	CART-EGFR TCR zeta:CD137 Cells|EGFR CAR-CD3zeta-4-1BB-expressing Autologous T-Lymphocytes
C107238	FAK Inhibitor VS-4718	FAK Inhibitor VS-4718|FAK Inhibitor VS-4718|VS-4718
C107239	FACT Complex-targeting Curaxin CBL0137	CBL0137|FACT Complex-targeting Curaxin CBL0137|FACT Complex-targeting Curaxin CBL0137
C107240	L-methylfolate	"5-MTHF|5-Methyl terahydrofolic Acid|5-Methyltetrahydrofolate|Deplin|L-Glutamic Acid, N-(4-(((2-amino-1,4,5,6,7,8-hexahydro-5- methyl-4-oxo-6-pteridinyl)methyl)amino)benzoyl)-|L-methylfolate|L-methylfolate|L-methyltetrahydrofolate"
C107241	ERK Inhibitor GDC-0994	ERK Inhibitor GDC-0994|ERK Inhibitor GDC-0994|GDC-0994
C107242	CD19CAR-CD28zeta-4-1BB-expressing Allogeneic T Lymphocytes	Allogeneic CD19.CAR/28137zeta T-lymphocytes|CD19CAR-CD28zeta-4-1BB-expressing Allogeneic T Lymphocytes|CD19CAR-CD28zeta-4-1BB-expressing Allogeneic T Lymphocytes
C107243	PEP-CMV Vaccine	PEP-CMV Vaccine|PEP-CMV Vaccine
C107245	Agerafenib	"1-(3-(6,7-Dimethoxyquinazolin-4-yloxy)phenyl)-3-(5-(1,1,1-trifluoro-2-methylpropan-2-yl)isoxazol-3-yl)urea Hydrochloride|AC013773|AGERAFENIB|Agerafenib|Agerafenib|CEP-32496|RXDX-105"
C1073	Dimethylmyleran	"2,5-Dimethanesulfonoxyhexane|DMB|DMM|Dimethyl-Myleran|Dimethylbusulfan|Dimethylmyleran|Dimethylmyleran|Dimethylmyleran"
C107384	Milademetan Tosylate	DS-3032 Tosylate|DS-3032b|DS-3032b Tosylate|MILADEMETAN TOSYLATE|Milademetan Tosylate|Milademetan Tosylate
C107386	PI3K Inhibitor WX-037	PI3K Inhibitor WX-037|WX-037
C107387	BP-Cx1-Platinum Complex BP-C1	BP-C1|BP-Cx1-Platinum Complex BP-C1
C107388	Anti-5T4 Antibody-Drug Conjugate PF-06263507	Anti-5T4 Antibody-Drug Conjugate PF-06263507|Anti-5T4 Antibody-Drug Conjugate PF-06263507|PF-06263507|PF-06263507
